customAuthorName,title_s,docType_s,primaryDomain_s,openAccess_bool,publicationDate_s,submittedDate_s,instStructName_s,structCountry_s
Julien Boissière,['Development of a sustainable Supply Chain Planning tool coupling simulation and optimization techniques'],COMM,info.info-ro,False,2012-06-21,2012-12-03 16:09:47,"['Université Joseph Fourier - Grenoble 1', 'Institut polytechnique de Grenoble - Grenoble Institute of Technology', 'Institut National Polytechnique de Grenoble', 'Université Savoie Mont Blanc']","['fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr']"
Julien Boissière,['Carbon Monoxide Pollution Promotes Cardiac Remodeling and Ventricular Arrhythmia in Healthy Rats'],ART,sdv.mhep.csc,True,2010,2020-04-15 10:42:05,"['Institut National de la Santé et de la Recherche Médicale', 'Université de Montpellier', 'Avignon Université', 'Avignon Université', 'Université Montpellier 1', 'Université Montpellier 1', 'Institut National de la Santé et de la Recherche Médicale', 'Université Joseph Fourier - Grenoble 1', 'Institut polytechnique de Grenoble - Grenoble Institute of Technology', ""VetAgro Sup - Institut national d'enseignement supérieur et de recherche en alimentation, santé animale, sciences agronomiques et de l'environnement""]","['fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr']"
Philippe Bolon,['High Resolution SAR Interferometry: influence of local topography in the context of glacier monitoring'],COMM,info.info-ti,False,2006-07-24,2007-07-19 15:53:56,"['Université Savoie Mont Blanc', 'Université Politehnica [Bucarest, Roumanie]', 'Université Joseph Fourier - Grenoble 1', 'Institut National Polytechnique de Grenoble', 'EC ARCHIT NANCY', 'EC ARCHIT TOULOUSE', 'EC ARCHIT MARSEILLE', 'EC ARCHIT LYON', 'Télécom ParisTech']","['fr', 'fr', 'ro', 'ro', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr']"
Philippe Bolon,['MEGATOR : premiers résultats en photogrammétrie et interférométrie RSO'],COMM,shs.archi,False,2005-11,2008-03-13 15:49:12,"['Université Savoie Mont Blanc', 'EC ARCHIT NANCY', 'EC ARCHIT TOULOUSE', 'EC ARCHIT MARSEILLE', 'EC ARCHIT LYON']","['fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr']"
Philippe Bolon,"[""Rectification radar de données géoréférencées : application à l'analyse de données dans les régions de haute montagne""]",COMM,shs.archi,False,2007,2008-05-26 17:41:17,"['Université Savoie Mont Blanc', 'Université Pierre Mendès France - Grenoble 2', 'Université Stendhal - Grenoble 3', 'Université Joseph Fourier - Grenoble 1', 'Institut polytechnique de Grenoble - Grenoble Institute of Technology', 'Université Pierre Mendès France - Grenoble 2', 'Université Stendhal - Grenoble 3', 'Université Joseph Fourier - Grenoble 1', 'Institut polytechnique de Grenoble - Grenoble Institute of Technology', 'EC ARCHIT NANCY', 'EC ARCHIT TOULOUSE', 'EC ARCHIT MARSEILLE', 'EC ARCHIT LYON']","['fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr']"
Philippe Bolon,['Best Basis for Joint Representation: the Median of Marginal Best Bases for Low Cost Information Exchanges in Distributed Signal Representation'],ART,math.math-it,True,2014-07-03,2014-07-06 10:46:32,['Université Savoie Mont Blanc'],"['fr', 'fr']"
Philippe Bolon,['A Linear-Complexity Rule Base Generation Method for Fuzzy Systems'],COMM,info,True,2015-07,2015-07-08 20:11:25,['Université Savoie Mont Blanc'],"['fr', 'fr']"
Philippe Bolon,['A Fast and Accurate Rule-Base Generation Method for Mamdani Fuzzy Systems'],ART,info.info-ts,True,2018-04-01,2018-04-02 15:59:20,['Université Savoie Mont Blanc'],"['fr', 'fr']"
Philippe Bolon,['High resolution SAR interferometry: estimation of local frequencies in the context of Alpine glaciers'],ART,shs.archi,False,2008,2008-03-17 10:49:12,"['EC ARCHIT NANCY', 'EC ARCHIT TOULOUSE', 'EC ARCHIT MARSEILLE', 'EC ARCHIT LYON', 'Polytechnic University of Bucharest = Université Politehnica de Bucarest = Universitatea POLITEHNICA din București', 'German Aerospace Center', 'NRL']","['fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'ro', 'ro', 'de', 'de', 'us', 'fr']"
Philippe Bolon,['Gap-filling based on EOF analysis of spatio-temporal covariance of satellite image derived displacement time series'],COMM,sde,False,2020-09-26,2020-10-15 13:55:38,['Université Savoie Mont Blanc'],"['fr', 'fr']"
Philippe Bolon,['Spatiotemporal Filling of Missing Data in Remotely Sensed Displacement Measurement Time Series'],ART,sde,True,2021-12,2021-11-25 11:07:36,"['Université Savoie Mont Blanc', 'Institut de Recherche pour le Développement', ""Institut national des sciences de l'Univers"", ""Observatoire des Sciences de l'Univers de Grenoble"", 'Institut polytechnique de Grenoble - Grenoble Institute of Technology']","['fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr']"
Philippe Bolon,['An attribute fusion system based on the Choquet integral to evaluate the quality of composite parts'],ART,,False,2008-04,2010-01-15 10:15:19,['Université Savoie Mont Blanc'],"['fr', 'fr']"
Philippe Bolon,['Gap-filling based on iterative EOF analysis of temporal covariance : application to InSAR displacement time series'],COMM,sde,False,2019-07-29,2019-09-02 16:59:35,['Université Savoie Mont Blanc'],"['fr', 'fr']"
Philippe Bolon,['On mining pixel based evolution classes in satellite image time series'],COMM,info.info-lg,False,2008-03-06,2010-09-24 15:56:07,"['Université Savoie Mont Blanc', 'Université Politehnica [Bucarest, Roumanie]']","['fr', 'fr', 'ro', 'ro']"
Philippe Bolon,['A Fuzzy Rule-Based Haptic Perception Model for Automotive Vibrotactile Display'],COMM,,False,2014-07,2014-09-06 23:05:55,"['Université Savoie Mont Blanc', 'VALEO']","['fr', 'fr', 'fr', 'fr']"
Philippe Bolon,"['Simulation of SAR Images and Radar Coding of Georeferenced Information for Temperate Glacier Monitoring,']",COMM,spi.signal,False,2006-05,2007-02-23 17:06:15,"['Université Savoie Mont Blanc', 'Université Joseph Fourier - Grenoble 1', 'Institut National Polytechnique de Grenoble', 'Télécom ParisTech']","['fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr']"
Philippe Bolon,['Monitoring Temperate Glacier Displacement by Multi-Temporal TerraSAR-X Images and Continuous GPS Measurements'],ART,sde.mcg,False,2011,2011-01-11 15:52:43,"['Université Savoie Mont Blanc', 'Université Pierre Mendès France - Grenoble 2', 'Université Stendhal - Grenoble 3', 'Université Joseph Fourier - Grenoble 1', 'Institut polytechnique de Grenoble - Grenoble Institute of Technology', 'Télécom ParisTech', 'Université Pierre Mendès France - Grenoble 2', 'Université Stendhal - Grenoble 3', 'Université Joseph Fourier - Grenoble 1', 'Institut polytechnique de Grenoble - Grenoble Institute of Technology', 'Université Joseph Fourier - Grenoble 1', ""Institut Français des Sciences et Technologies des Transports, de l'Aménagement et des Réseaux"", ""Institut national des sciences de l'Univers"", 'Institut de recherche pour le développement [IRD] : UR219', 'PRES Université de Grenoble', 'Université Savoie Mont Blanc', 'Université Joseph Fourier - Grenoble 1', ""Institut Français des Sciences et Technologies des Transports, de l'Aménagement et des Réseaux"", ""Institut national des sciences de l'Univers"", 'Institut de recherche pour le développement [IRD] : UR219', 'PRES Université de Grenoble', 'Université Savoie Mont Blanc', 'Université de la Polynésie Française', 'Université Savoie Mont Blanc', ""Observatoire des Sciences de l'Univers de Grenoble""]","['fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'pf', 'pf', 'fr', 'fr', 'fr', 'fr']"
Philippe Bolon,['Monitoring Alpine Glaciers with ALOS SAR and Optical data'],COMM,shs.archi,True,2007,2008-05-21 10:22:56,"['Université Savoie Mont Blanc', 'Université Pierre Mendès France - Grenoble 2', 'Université Stendhal - Grenoble 3', 'Université Joseph Fourier - Grenoble 1', 'Institut polytechnique de Grenoble - Grenoble Institute of Technology', 'Université Pierre Mendès France - Grenoble 2', 'Université Stendhal - Grenoble 3', 'Université Joseph Fourier - Grenoble 1', 'Institut polytechnique de Grenoble - Grenoble Institute of Technology', 'Télécom ParisTech', 'EC ARCHIT NANCY', 'EC ARCHIT TOULOUSE', 'EC ARCHIT MARSEILLE', 'EC ARCHIT LYON']","['fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr']"
Philippe Bolon,"[""Interférométrie radar satellitaire et mesures GPS à la surface du glacier d'Argentière : comparaisons et validations""]",ART,spi.signal,False,2009,2010-01-19 11:32:32,"['EC ARCHIT NANCY', 'EC ARCHIT TOULOUSE', 'EC ARCHIT MARSEILLE', 'EC ARCHIT LYON', 'Université Pierre Mendès France - Grenoble 2', 'Université Stendhal - Grenoble 3', 'Université Joseph Fourier - Grenoble 1', 'Institut polytechnique de Grenoble - Grenoble Institute of Technology', 'Université Pierre Mendès France - Grenoble 2', 'Université Stendhal - Grenoble 3', 'Université Joseph Fourier - Grenoble 1', 'Institut polytechnique de Grenoble - Grenoble Institute of Technology', 'Université Savoie Mont Blanc', 'Télécom ParisTech']","['fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr']"
Philippe Bolon,['Reconstruction de données manquantes par analyse en EOF : application aux séries temporelles de mesures de déplacement InSAR'],COMM,sde,True,2019-08-26,2021-03-17 16:23:10,['Université Savoie Mont Blanc'],"['fr', 'fr']"
Philippe Bolon,['EM-EOF: Gap-Filling in Incomplete SAR Displacement Time Series'],ART,sde,False,2021-07,2021-06-25 10:09:27,['Université Savoie Mont Blanc'],"['fr', 'fr']"
Philippe Bolon,['Explainability of Image Semantic Segmentation Through SHAP Values'],COMM,info.info-ts,True,2022-08-21,2022-11-07 16:47:14,"['Université Savoie Mont Blanc', 'TOTAL S.E.']","['fr', 'fr', 'fr', 'fr']"
Philippe Bolon,"[""Analyse d'images : Filtrage et segmentation""]",OUV,info.info-ti,True,1995-10,2017-06-23 15:56:37,"['Université Savoie Mont Blanc', 'Université Joseph Fourier - Grenoble 1', 'Institut polytechnique de Grenoble - Grenoble Institute of Technology', ""VetAgro Sup - Institut national d'enseignement supérieur et de recherche en alimentation, santé animale, sciences agronomiques et de l'environnement"", 'Université de Technologie de Compiègne', 'Institut National de Recherche en Informatique et en Automatique', 'Université de Rennes', 'Institut National des Sciences Appliquées - Rennes', 'Université de Bretagne Sud', 'École normale supérieure - Rennes', 'Institut National de Recherche en Informatique et en Automatique', 'Télécom Bretagne', 'CentraleSupélec', 'Institut National de Recherche en Informatique et en Automatique', 'École normale supérieure de Lyon', 'Université Claude Bernard Lyon 1', 'Institut National de Recherche en Informatique et en Automatique', 'Université Pierre et Marie Curie - Paris 6', 'Télécom ParisTech']","['fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr']"
Philippe Bolon,['Spatio-temporal missing data reconstruction in satellite displacement measurement time series'],COMM,sdu.envi,True,2020-05-04,2020-05-11 10:31:23,"['Université Savoie Mont Blanc', 'Institut de Recherche pour le Développement', ""Institut national des sciences de l'Univers"", ""Observatoire des Sciences de l'Univers de Grenoble"", 'Institut polytechnique de Grenoble - Grenoble Institute of Technology']","['fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr']"
Philippe Bolon,['Exact Histogram Specification'],ART,,False,2006,2006-04-26 10:14:15,"['Valahia University of Targoviste [Roumanie]', 'Université Savoie Mont Blanc', 'Université Joseph Fourier - Grenoble 1', 'Institut National Polytechnique de Grenoble']","['ro', 'ro', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr']"
Philippe Bolon,['An information fusion approach for glacier mapping using multi-source remote sensing data'],COMM,spi.signal,False,2012,2012-08-24 10:50:51,['Université Savoie Mont Blanc'],"['fr', 'fr']"
Philippe Bolon,['New Cross-Correlation Shift Estimation Methods with High Resolution SAR Data'],REPORT,spi.signal,False,2010,2017-03-09 14:30:31,"['Université Pierre Mendès France - Grenoble 2', 'Université Stendhal - Grenoble 3', 'Université Joseph Fourier - Grenoble 1', 'Institut polytechnique de Grenoble - Grenoble Institute of Technology', 'Université Savoie Mont Blanc', 'Télécom ParisTech', 'Université Pierre Mendès France - Grenoble 2', 'Université Stendhal - Grenoble 3', 'Université Joseph Fourier - Grenoble 1', 'Institut polytechnique de Grenoble - Grenoble Institute of Technology']","['fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr']"
Philippe Bolon,['Extraction of Frequent Grouped Sequential Patterns from Satellite Image Time Series'],COMM,info.info-lg,False,2010-07-25,2010-09-23 17:42:24,"['Université Savoie Mont Blanc', 'Université Politehnica [Bucarest, Roumanie]', 'Université Lumière - Lyon 2', 'École Centrale de Lyon', 'Université Claude Bernard Lyon 1', 'Institut National des Sciences Appliquées de Lyon', 'Université Lumière - Lyon 2', 'École Centrale de Lyon', 'Université Claude Bernard Lyon 1', 'Institut National des Sciences Appliquées de Lyon', 'Institut National de Recherche en Informatique et en Automatique', 'Université Claude Bernard Lyon 1', ""VetAgro Sup - Institut national d'enseignement supérieur et de recherche en alimentation, santé animale, sciences agronomiques et de l'environnement"", 'Université Lumière - Lyon 2', 'École Centrale de Lyon', 'Université Claude Bernard Lyon 1', 'Institut National des Sciences Appliquées de Lyon', ""Institut national des sciences de l'Univers"", 'École normale supérieure - Paris', 'Université Joseph Fourier - Grenoble 1', 'Institut polytechnique de Grenoble - Grenoble Institute of Technology', ""Institut national des sciences de l'Univers"", ""Institut national de recherche en sciences et technologies pour l'environnement et l'agriculture"", 'Université Savoie Mont Blanc', 'Laboratoire Central des Ponts et Chaussées', 'Institut de Recherche pour le Développement', 'University Politehnica of Bucharest [Romania]']","['fr', 'fr', 'ro', 'ro', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'ro', 'ro']"
Philippe Bolon,['Radiometric evolution classification in high resolution satellite image time series SITS'],COMM,info.info-lg,False,2008-03-06,2010-09-24 16:01:20,"['Télécom ParisTech', 'Université Savoie Mont Blanc', 'Université Politehnica [Bucarest, Roumanie]']","['fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'ro', 'ro']"
Philippe Bolon,['Radar rectification of georeferenced information for data analysis in high mountain areas'],COMM,info.info-ti,False,2007-06,2007-10-09 11:12:15,"['Université Savoie Mont Blanc', 'Université Pierre Mendès France - Grenoble 2', 'Université Stendhal - Grenoble 3', 'Université Joseph Fourier - Grenoble 1', 'Institut polytechnique de Grenoble - Grenoble Institute of Technology', 'Université Pierre Mendès France - Grenoble 2', 'Université Stendhal - Grenoble 3', 'Université Joseph Fourier - Grenoble 1', 'Institut polytechnique de Grenoble - Grenoble Institute of Technology', 'EC ARCHIT NANCY', 'EC ARCHIT TOULOUSE', 'EC ARCHIT MARSEILLE', 'EC ARCHIT LYON', 'Université Politehnica [Bucarest, Roumanie]']","['fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'ro', 'ro']"
Philippe Bolon,['Combining airborne photographs and spaceborne SAR data to monitor temperate glaciers. Potentials and limits'],ART,shs.archi,True,2007-04,2008-04-23 14:22:51,"['Université Pierre Mendès France - Grenoble 2', 'Université Stendhal - Grenoble 3', 'Université Joseph Fourier - Grenoble 1', 'Institut polytechnique de Grenoble - Grenoble Institute of Technology', 'Université Savoie Mont Blanc', 'Université Pierre Mendès France - Grenoble 2', 'Université Stendhal - Grenoble 3', 'Université Joseph Fourier - Grenoble 1', 'Institut polytechnique de Grenoble - Grenoble Institute of Technology', 'EC ARCHIT NANCY', 'EC ARCHIT TOULOUSE', 'EC ARCHIT MARSEILLE', 'EC ARCHIT LYON', 'Université de Rennes', 'Institut National de la Santé et de la Recherche Médicale']","['fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr']"
Philippe Bolon,['Matching of multi-resolution image for remote sensing glacier detection'],COMM,spi.signal,False,2012,2012-08-24 10:56:42,['Université Savoie Mont Blanc'],"['fr', 'fr']"
Philippe Bolon,['Toward a Type-Theoretical Approach for an Ontologically-Based Detection of Underground Networks'],COMM,info.info-ai,False,2015-10-28,2015-11-05 17:18:54,['Université Savoie Mont Blanc'],"['fr', 'fr']"
Philippe Bolon,['Seismic Image Segmentation by Fuzzy Fusion of Attributes'],ART,spi.signal,False,2001,2010-09-01 14:54:28,['Université Savoie Mont Blanc'],"['fr', 'fr', 'fr']"
Philippe Bolon,['A Fuzzy Rule-Based Model of Vibrotactile Perception via an Automobile Haptic Screen'],ART,info.info-ts,False,2015-08-01,2015-07-13 11:04:29,"['Université Savoie Mont Blanc', 'VALEO', 'VALEO']","['fr', 'fr', 'fr', 'fr', 'fr']"
Philippe Bolon,['Détection automatique de canalisations enterrées par raisonnement sur des ontologies de domaine alimentées par des connaissances issues de mesures vibro- acoustiques'],COMM,info.info-ai,True,2016,2018-01-15 11:34:01,['Université Savoie Mont Blanc'],"['fr', 'fr']"
Philippe Bolon,['High Resolution SAR Interferometry: influence of local topography in the context of glacier monitoring'],COMM,spi.signal,False,2006-07,2007-02-23 17:11:38,"['Université Joseph Fourier - Grenoble 1', 'Institut National Polytechnique de Grenoble']","['fr', 'fr', 'fr', 'fr']"
Philippe Bolon,['High Resolution SAR Interferometry: influence of local topography in the context of glacier monitoring'],COMM,shs.archi,True,2006-07-24,2008-05-21 10:12:27,"['Université Joseph Fourier - Grenoble 1', 'Institut National Polytechnique de Grenoble', 'Université Savoie Mont Blanc', 'Université Politehnica [Bucarest, Roumanie]', 'EC ARCHIT NANCY', 'EC ARCHIT TOULOUSE', 'EC ARCHIT MARSEILLE', 'EC ARCHIT LYON', 'Télécom ParisTech']","['fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'ro', 'ro', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr']"
Philippe Bolon,['Integer approximation of 3D chamfer mask coefficients using a scaling factor in anisotropic grids'],ART,info.info-ts,False,2011-07-01,2010-10-18 15:24:07,['Université Savoie Mont Blanc'],"['fr', 'fr']"
Philippe Bolon,['Spatio-Temporal Mining of PolSAR Satellite Image Time Series'],COMM,info.info-lg,False,2010-07-02,2010-07-21 08:26:41,"['Université Savoie Mont Blanc', 'Université Politehnica [Bucarest, Roumanie]', 'Université Lumière - Lyon 2', 'École Centrale de Lyon', 'Université Claude Bernard Lyon 1', 'Institut National des Sciences Appliquées de Lyon', 'Université Lumière - Lyon 2', 'École Centrale de Lyon', 'Université Claude Bernard Lyon 1', 'Institut National des Sciences Appliquées de Lyon', 'Institut National de Recherche en Informatique et en Automatique', 'Télécom ParisTech', 'Université Pierre Mendès France - Grenoble 2', 'Université Stendhal - Grenoble 3', 'Université Joseph Fourier - Grenoble 1', 'Institut polytechnique de Grenoble - Grenoble Institute of Technology', 'Université Pierre Mendès France - Grenoble 2', 'Université Stendhal - Grenoble 3', 'Université Joseph Fourier - Grenoble 1', 'Institut polytechnique de Grenoble - Grenoble Institute of Technology', 'Université de Rennes', 'Institut National des Sciences Appliquées - Rennes', ""Ecole Supérieure d'Electricité - SUPELEC (FRANCE)"", 'Université de Nantes', 'Université de Rennes', 'Institut National des Sciences Appliquées - Rennes', 'CentraleSupélec']","['fr', 'fr', 'ro', 'ro', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr']"
Philippe Bolon,['2-Dimensional Wavelet Packet Spectrum for Texture Analysis'],ART,math.math-it,True,2013-01-01,2012-12-18 17:05:39,"['Université Savoie Mont Blanc', 'Université Sciences et Technologies - Bordeaux 1', 'Institut Polytechnique de Bordeaux']","['fr', 'fr', 'fr', 'fr', 'fr', 'fr']"
Philippe Bolon,['A fuzzy linguistic-based software tool for seismic image interpretation'],ART,spi.signal,False,2003-06,2010-09-01 16:14:57,['Université Savoie Mont Blanc'],"['fr', 'fr']"
Philippe Bolon,"['Simplified Model of Intercomprehension', ""Modèle simplifié de l'intercompréhension""]",REPORT,info,True,2023-07-03,2023-07-06 14:43:25,['Université Savoie Mont Blanc'],"['fr', 'fr']"
Philippe Bolon,['Feature detection in POLinSAR images by an interactive fuzzy fusion approach. Application to glacier monitoring'],COMM,info.info-ti,False,2007-01-22,2007-07-19 15:47:10,"['Université Savoie Mont Blanc', 'Université Politehnica [Bucarest, Roumanie]', 'Université Pierre Mendès France - Grenoble 2', 'Université Stendhal - Grenoble 3', 'Université Joseph Fourier - Grenoble 1', 'Institut polytechnique de Grenoble - Grenoble Institute of Technology', 'Télécom ParisTech', 'Université Pierre Mendès France - Grenoble 2', 'Université Stendhal - Grenoble 3', 'Université Joseph Fourier - Grenoble 1', 'Institut polytechnique de Grenoble - Grenoble Institute of Technology']","['fr', 'fr', 'ro', 'ro', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr']"
Philippe Bolon,['A Fuzzy Expert Model of Haptic Perception for Automobile Touch-Screen Displays'],COMM,spi,True,2015-07,2015-07-08 20:16:46,"['Université Savoie Mont Blanc', 'VALEO']","['fr', 'fr', 'fr']"
Philippe Bolon,['A redundancy measure for efficient fuzzy rule-base reduction'],COMM,info.info-ts,False,2017-07-31,2017-12-28 15:50:28,"['Université Savoie Mont Blanc', 'VALEO', 'Université Lumière - Lyon 2']","['fr', 'fr', 'fr', 'fr', 'fr', 'fr']"
Philippe Bolon,['Intensity-Driven-Adaptive-Neighborhood Technique for POLSAR Parameters Estimation'],COMM,info.info-ti,False,2005-07-25,2007-07-19 16:00:31,"['Université Savoie Mont Blanc', 'Université Politehnica [Bucarest, Roumanie]']","['fr', 'fr', 'ro', 'ro']"
Philippe Bolon,['A gap-filling method to reconstruct incomplete SAR displacement measurement time series'],POSTER,sde,True,2019-05-13,2019-07-12 13:36:28,['Université Savoie Mont Blanc'],"['fr', 'fr']"
Philippe Bolon,['A fuzzy model relating vibrotactile signal characteristics to haptic sensory evaluations'],COMM,spi.signal,False,2013-07-15,2013-11-03 11:51:56,"['Université Savoie Mont Blanc', 'Université Lumière - Lyon 2', 'VALEO']","['fr', 'fr', 'fr', 'fr', 'fr', 'fr']"
Philippe Bolon,['A gap-filling method to reconstruct incomplete SAR displacement measurement time series'],COMM,sde.ie,False,2019-06-11,2019-12-03 16:49:23,['Université Savoie Mont Blanc'],"['fr', 'fr']"
Philippe Bolon,['Offshore Oil Slick Detection: From Photo-Interpreter to Explainable Multi-Modal Deep Learning Models Using SAR Images and Contextual Data'],ART,info.info-ts,True,2022-08,2022-08-29 16:58:50,['Université Savoie Mont Blanc'],"['fr', 'fr', 'fr']"
Philippe Bolon,['Utilisation des séries temporelles d’images Sentinel-1 pour l’observation des glaciers des Alpes'],POSTER,sde,False,2018-03-20,2018-03-23 15:13:39,['Université Savoie Mont Blanc'],"['fr', 'fr']"
Philippe Bolon,"[""A decision support system for animated film selection based on a multi-criteria aggregation of referees' ordinal preferences""]",ART,info.info-ts,False,2012-03-01,2011-12-03 16:32:18,['Université Savoie Mont Blanc'],"['fr', 'fr']"
Philippe Bolon,['Efficient Spatiotemporal Mining of Satellite Image Time Series for Agricultural Monitoring'],ART,info.info-lg,False,2012-07-01,2012-05-30 11:29:23,"['Université Savoie Mont Blanc', 'Université Politehnica [Bucarest, Roumanie]', 'Université Lumière - Lyon 2', 'École Centrale de Lyon', 'Université Claude Bernard Lyon 1', 'Institut National des Sciences Appliquées de Lyon', 'Université Lumière - Lyon 2', 'École Centrale de Lyon', 'Université Claude Bernard Lyon 1', 'Institut National des Sciences Appliquées de Lyon', 'Université Lumière - Lyon 2', 'École Centrale de Lyon', 'Université Claude Bernard Lyon 1', 'Institut National des Sciences Appliquées de Lyon', 'Institut National de Recherche en Informatique et en Automatique', 'Université Claude Bernard Lyon 1', ""VetAgro Sup - Institut national d'enseignement supérieur et de recherche en alimentation, santé animale, sciences agronomiques et de l'environnement"", 'Université Joseph Fourier - Grenoble 1', ""Institut Français des Sciences et Technologies des Transports, de l'Aménagement et des Réseaux"", ""Institut national des sciences de l'Univers"", 'Institut de recherche pour le développement [IRD] : UR219', 'PRES Université de Grenoble', 'Université Savoie Mont Blanc']","['fr', 'fr', 'ro', 'ro', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr', 'fr']"
