researcher,title,authors,value of cited by,year
Alexandre Benoit,Content-based multimedia indexing (CBMI 2018)[SI 1104],"R Péteri, G Quénot, P Joly",,2021.0
Alexandre Benoit,"Analyse automatique d'images, de l'expert à l'apprenti",A Benoit,,2019.0
Alexandre Benoit,Internet of Things,"D Coquin, R Boukezzoula, A Benoit, TL Nguyen",,2019.0
Alexandre Benoit,Hilbert Based Video To Timed-Image Filling and Learning To Recognize Visual Violence,"AM ATTO, A Benoît, P Lambert",,2018.0
Alexandre Benoit,Method for welding and for hard surface deposition of metal parts made of aluminium by a MIG method with pulsed current and filler wire,"JB Mottin, JF Castagne, T Baudin, AYM Benoit, P Paillard",,2017.0
Alexandre Benoit,Could Multimedia approaches help Remote Sensing Analysis?,"AB Hamida, A Benoit, P Lambert, C Ben-Amar",,2015.0
Alexandre Benoit,Clustering Spectral semi-supervisé avec propagation des contraintes par paires,"N Voiron, A Benoit, A Filip, P Lambert, B Ionescu",,2015.0
Alexandre Benoit,IRIM-Indexation et Recherche d'Information Multimedia GDR-ISIS,"N Ballas, B Labbé, A Shabou, H Le Borgne, P Gosselin, M Redi, ...",,2012.0
Alexandre Benoit,Algorithmique semi-numérique rapide des séries de Tchebychev| Theses. fr,A Benoit,,2012.0
Alexandre Benoit,Emotion Classification or face identification depend on which part of the face is analyzed,"A Benoit, N Guyader, A Caplier, J Hérault",,2007.0
Alexandre Benoit,"Emotion classification and face identification, a bio-inspired model","A Benoit, N Guyader, A Caplier, J Herault",,2007.0
Alexandre Benoit,"Real-time bio-inspired retina simulation software with non-linear, adaptive and chromatic spatio-temporal processing","B Durette, A Benoit, D Alleysson, J Hérault",,2006.0
Alexandre Benoit,Real-time bio-inspired retina simulation software.,"A Benoit, B Durette, BC de Lavarène, D Alleysson, J Hérault",,2006.0
Alexandre Benoit,Résumé-vulgarisation,A BENOIT,,2005.0
Alexandre Benoit,Multimodal Focus Attention in an Augmented Driver Simulator,"A Benoit, L Bonnaud, A Caplier, P Ngo, L Lawson, D Trevisan, V Levacic, ...",,2005.0
Alexandre Benoit,Aanund Jupskaas Nordskog,"AM Obeso, A Chatziagapi, AF Smeaton, A Messina, AA Ramírez, ...",,
Alexandre Benoit,Hilbert Based Video To Timed-Image Filling and Learning To Recognize Visual Violence,"A Abdourrahmane Mahamane, A BENOIT, P LAMBERT",,
Alexandre Benoit,DEEP LEARNING APPROACH FOR REMOTE SENSING IMAGE ANALYSIS,A Benoit,,
Alexandre Benoit,GAZE DIRECTION ESTIMATION TOOL BASED ON HEAD MOTION ANALYSIS OR IRIS POSITION ESTIMATION (SunPmPO1),"A Benoit, A Caplier, L Bonnaud",,
Alexandre Benoit,IRIM@ TRECVID2012,A Benoit,,
Alexandre Benoit,"Damak M., 377","Z Abdulkader, J Abdul-Jabbar, O Abou Khaled, K Ait Saadi, M Akhloufi, ...",,
Alexandre Benoit,Interprétation des mouvements de tête Impliqués dans le processus de communication non verbale Interpretation of Head Motions involved in Non Verbal Communication,"A Benoit, A Caplier",,
Alexandre Benoit,Sign Language Tutoring Tool,"O Aran¹, I Ari¹, A Benoit, AH Carrillo, FX Fanard, P Campr, L Akarun¹, ...",,
Eric Benoit,Fuzzy symbolic sensors—From concept to applications,"G Mauris, E Benoit, L Foulloy",80.0,1994.0
Eric Benoit,The aggregation of complementary information via fuzzy sensors,"G Mauris, E Benoit, L Foulloy",65.0,1996.0
Eric Benoit,Symbolic sensors,"E Benoit, L Foulloy",30.0,1991.0
Eric Benoit,Towards fuzzy nominal scales,"E Benoit, L Foulloy",25.0,2003.0
Eric Benoit,Capteurs symboliques et capteurs flous: un nouveau pas vers l'intelligence,E Benoit,25.0,1993.0
Eric Benoit,Building a class of fuzzy equivalence relations,"L Foulloy, E Benoit",22.0,2006.0
Eric Benoit,"High functionalities for intelligent sensors, application to fuzzy colour sensor","E Benoit, L Foulloy",21.0,2001.0
Eric Benoit,Symbolic sensors: one solution to the numerical-symbolic interface,"E Benoit, L Foulloy",20.0,2007.0
Eric Benoit,Fuzzy sensor for gesture recognition based on motion and shape recognition of hand,"E Benoit, T Allevard, T Ukegawa, H Sawada",20.0,2003.0
Eric Benoit,Fuzzy linguistic methods for the aggregation of complementary sensor information,"G Mauris, E Benoit, L Foulloy",19.0,1998.0
Eric Benoit,The role of fuzzy scales in measurement theory,"E Benoit, L Foulloy",18.0,2013.0
Eric Benoit,Dynamic gesture recognition using signal processing based on fuzzy nominal scales,"T Allevard, E Benoit, L Foulloy",17.0,2005.0
Eric Benoit,Fuzzy glove for gesture recognition,"T Allevard, E Benoit, L Foulloy",16.0,2003.0
Eric Benoit,Fuzzy sensor for the perception of colour,"E Benoit, L Foulloy, S Galichet, G Mauris",16.0,1994.0
Eric Benoit,A fuzzy colour sensor,"E Benoit, G Mauris, L Foulloy",16.0,1994.0
Eric Benoit,Local measurement validation for an intelligent chirped-FM ultrasonic range sensor,"G Mauris, E Benoit, L Foulloy",15.0,2000.0
Eric Benoit,Capteurs flous multicomposantes: application à la reconnaissance des couleurs,"E Benoit, L Foulloy",14.0,1993.0
Eric Benoit,Formal goal generation for intelligent control systems,"R Dapoigny, P Barlatier, L Foulloy, E Benoit",13.0,2005.0
Eric Benoit,"Fuzzy-based intelligent sensors: modeling, design, application","E Benoit, R Dapoigny, L Foulloy",13.0,2001.0
Eric Benoit,The aggregation of information by examples via fuzzy sensors,"G Mauris, E Benoit, L Foulloy",13.0,1994.0
Eric Benoit,A software tool for designing intelligent sensors,"E Benoit, J Tailland, L Foulloy, G Mauris",12.0,2000.0
Eric Benoit,Expression of uncertainty in fuzzy scales based measurements,E Benoit,10.0,2013.0
Eric Benoit,Gestures recognition based on the fusion of Hand positioning and Arm gestures,"D Coquin, E Benoit, H Sawada, B Ionescu",10.0,2006.0
Eric Benoit,Automatic code generation based on generic description of intelligent instrument,"S Perrin, E Benoit, L Foulloy",10.0,2002.0
Eric Benoit,Automatic smart sensors generation based on InOMs,"E Benoit, L Foulloy, J Tailland",10.0,2000.0
Eric Benoit,Fuzzy Sensor aggregation: Application to comfort measurement,"E Benoit, G Mauris, L Foulloy",10.0,1995.0
Eric Benoit,The transportation distance for fuzzy descriptions of measurement,"T Allevard, E Benoit, L Foulloy",9.0,2007.0
Eric Benoit,Distributed instruments for control and diagnosis applied to a water distribution system,"D Georges, E Benoit, A Chovin, D Koenig, B Marx, G Mauris",9.0,2002.0
Eric Benoit,Automatic generation of intelligent instruments from internal model,"J Tailland, L Foulloy, E Benoit",9.0,2000.0
Eric Benoit,Fuzzy components network for distributed intelligent systems,"JF Josserand, G Mauris, E Benoit, L Foulloy",9.0,1994.0
Eric Benoit,Ultrasonic smart sensors the importance of the measurement principle,"G Mauris, E Benoit, L Foulloy",9.0,1993.0
Eric Benoit,Human-centric point of view for a robot partner: A cooperative project between France and Japan,"M Jacquemont, J Woo, J Botzheim, N Kubota, N Sartori, E Benoit",8.0,2016.0
Eric Benoit,Hand posture recognition with the fuzzy glove,"T Allevard, E Benoit, L Foulloy",8.0,2006.0
Eric Benoit,Robust gesture recognition by possibilistic approach based on data resampling,H SAWADA,8.0,2004.0
Eric Benoit,Functional ontology for intelligent instruments,"R Dapoigny, E Benoit, L Foulloy",8.0,2003.0
Eric Benoit,InOMs model: A service based approach to intelligent instruments design,"E Benoit, L Foulloy, J Tailland",8.0,2001.0
Eric Benoit,Fuzzy sensors: an overview,"G Mauris, E Benoit, L Foulloy",8.0,1997.0
Eric Benoit,Fuzzy sensors for the fusion of information,"G Mauris, E Benoit, L Foulloy",8.0,1994.0
Eric Benoit,Applications of fuzzy sensors,"L Foulloy, E Benoit, G Mauris",8.0,1993.0
Eric Benoit,Fuzzy approaches for measurement,"E Benoit, L Foulloy, G Mauris",7.0,2005.0
Eric Benoit,Solutions surstables avec singularités au point tournant,E Benoît,6.0,2015.0
Eric Benoit,"Interaction between humans, NAO robot and multiple cameras for colored objects recognition using information fusion","TL Nguyen, R Boukezzoula, D Coquin, E Benoit, S Perrin",6.0,2015.0
Eric Benoit,Inferential Knowledge Sharing with Goal Hierarchies in Distributed Engineering Systems.,"R Dapoigny, P Barlatier, N Mellal, E Benoit, L Foulloy",6.0,2005.0
Eric Benoit,Fuzzy nominal scales,"E Benoit, L Foulloy",6.0,2002.0
Eric Benoit,Safe design of CANopen distributed Instruments,"E Benoit, A Chovin, L Foulloy, A Chatenay, G Mauris",6.0,2001.0
Eric Benoit,Subtle bifurcation in the vibration of a system with an interface nonlinearity,"JA Brandon, E Benoit, L Jezequel",6.0,1998.0
Eric Benoit,Fuzzy techniques for coffee flavour classification,"L Khodja, L Foulloy, E Benoit, T Talou",6.0,1996.0
Eric Benoit,Exemple de capteur symbolique flou en reconnaissance des couleurs,"E Benoit, L Foulloy",6.0,1993.0
Eric Benoit,Deriving behavior from goal structure for the intelligent control of physical systems,"R Dapoigny, P Barlatier, E Benoit, L Foulloy",5.0,2007.0
Eric Benoit,Service Integration in Distributed Control Systems: an approach based on fusion of mereologies,"R Dapoigny, N Mellal, E Benoit, L Foulloy",5.0,2004.0
Eric Benoit,Processorless smart sensors with distributed intelligence,"E Benoit, C Eric, L Foulloy",5.0,1997.0
Eric Benoit,Fuzzy clustering for color recognition application to image understanding,"L Khodja, L Foulloy, E Benoit",5.0,1996.0
Eric Benoit,An intelligent ultrasonic range finding sensor for robotics,"G Mauris, E Benoit, L Foulloy",5.0,1996.0
Eric Benoit,Fuzzy control with fuzzy state sensors,"L Foulloy, S Galichet, E Benoit",5.0,1994.0
Eric Benoit,Wiot: Interconnection between wise objects and iot,"I Alloui, E Benoit, S Perrin, F Vernier",4.0,2018.0
Eric Benoit,Integrating OPC Data into GSN Infrastructures,"O Passalacqua, E Benoit, MP Huget, P Moreaux",4.0,2008.0
Eric Benoit,Toward a safe design of CANopen distributed instruments,"E Benoit, A Chovin, L Foulloy, A Chatenay, G Mauris",4.0,2006.0
Eric Benoit,Intelligent instrument design with ArchWare ADL,"J Revillard, S Cîmpan, E Benoit, F Oquendo",4.0,2006.0
Eric Benoit,Temporal information modelling in the context of intelligent instruments,"S Perrin, E Benoit, L Foulloy",4.0,2003.0
Eric Benoit,Fuzzy implications handling fault detection and isolation problems,"P Ripoll, D Caillet, E Benoit, L Foulloy",4.0,1998.0
Eric Benoit,A low-cost machine learning process for gait measurement using biomechanical sensors,"FA Khalek, M Hartley, E Benoit, S Perrin, L Marechal, C Barthod",3.0,2021.0
Eric Benoit,Wise objects for IoT (WIoT): Software framework and experimentation,"I Alloui, E Benoit, S Perrin, F Vernier",3.0,2019.0
Eric Benoit,States measurement in a context of intelligent connected furnitures,"CD Sikounmo, E Benoit, S Perrin",3.0,2016.0
Eric Benoit,Fuzzy scales for the measurement of color,E Benoit,3.0,2014.0
Eric Benoit,New scale classification within the representational theory of measurement,E Benoit,3.0,2013.0
Eric Benoit,Uncertainty in fuzzy scales based measurements,E Benoit,3.0,2011.0
Eric Benoit,An ordinal metrical scale built on a fuzzy nominal scale,E Benoit,3.0,2010.0
Eric Benoit,Reconfiguration of a distributed information fusion system,"É Benoit, MP Huget, P Moreaux, O Passalacqua",3.0,2009.0
Eric Benoit,Video conference smart room: an information fusion system based on distributed sensors,"K Wan, A Todo, H Sawada, O Passalacqua, E Benoit, MP Huget, ...",3.0,2008.0
Eric Benoit,An information fusion system of sensors for human-machine communication,"K Wan, A Todo, E Benoit, H Sawada",3.0,2007.0
Eric Benoit,Architecture-centric development for intelligent instrument design,"J Revillard, E Benoit, S Cimpan",3.0,2005.0
Eric Benoit,Goal integration for service inter-operability of engineering systems,"R Dapoigny, P Barlatier, N Mellal, E Benoit, L Foulloy",3.0,2005.0
Eric Benoit,Integrate information consumer need based on information and accuracy modeling with time consideration,"S Perrin, E Benoit, L Foulloy",3.0,2004.0
Eric Benoit,An ontology-based graphical tool for intelligent instruments,"R Dapoigny, P Barlatier, E Benoit, L Foulloy",3.0,2003.0
Eric Benoit,Ontology implementation for knowledge representation in intelligent instruments,"R Dapoigny, E Benoit, L Foulloy",3.0,2002.0
Eric Benoit,"Toward a person-centred, multidisciplinary method to assess the vulnerability of the elderly","FA Khalek, C Barthod, L Marechal, E Benoit, S Perrin, B Godiard",2.0,2021.0
Eric Benoit,Musical instruments for the measurement of autism sensory disorders,"E Benoit, S Perrin, S Donnadieu, C Dascalu, G Mauris, J Favory, ...",2.0,2019.0
Eric Benoit,Decision method choice in a human posture recognition context,"S Perrin, E Benoit, D Coquin",2.0,2018.0
Eric Benoit,Fusion method choice driven by user constraints in a human gesture recognition context,"S Perrin, E Benoit, D Coquin",2.0,2015.0
Eric Benoit,Body posture measurement in a context of example-based teaching,"E Benoit, S Perrin, D Coquin",2.0,2015.0
Eric Benoit,Réseaux de terrain-critères de sûreté de fonctionnement,"G Ciame, I Augé-Blum, M Bayart, M Wahl, G Benoit, E Benoit, L Cauffriez, ...",2.0,2009.0
Eric Benoit,Properties of fuzzy nominal scales,E Benoit,2.0,2009.0
Eric Benoit,DERIVING BEHAVIOR FROM GOAL STRUCTURE FOR THE INTELLIGENT CONTROL OF PHYSICAL SYSTEMS,"R Dapoigny, P Barlatier, E Benoit, L Foulloy",2.0,2005.0
Eric Benoit,Combined asymptotic expansions,"E Benoît, A Fruchard, A El Hamidi",2.0,2005.0
Eric Benoit,Signal processing on fuzzy nominal scales,"T Allevard, E Benoit, L Foulloy",2.0,2004.0
Eric Benoit,A Functional and Behavioral Knowledge-based Implementation for Intelligent Sensors/Actuators.,"R Dapoigny, P Barlatier, L Foulloy, E Benoit",2.0,2004.0
Eric Benoit,Existence of canards at a pseudo-singular node point (Qualitative theory of functional equations and its application to mathematical science),E Benoit,2.0,2001.0
Eric Benoit,Local measurement validation for an intelligent telemeter,"G Mauris, E Benoit, L Foulloy",2.0,1996.0
Eric Benoit,Fuzzy range sensor fusion for the navigation of mobile robots,"G Mauris, E Benoit, L Foulloy, JF Josserand",2.0,1994.0
Eric Benoit,A low-cost machine learning process for gait measurement using an electrostatic sensors network,"B Pichon, E Benoit, S Perrin, A Benoit, N Berton, D Coves, J Cruvieux, ...",1.0,2024.0
Eric Benoit,Editorial to selected papers from IMEKO TC1-TC7-TC13-TC18 joint symposium and MATHMET (European Metrology Network for Mathematics and Statistics) workshop 2022,E Benoit,1.0,2022.0
Eric Benoit,Sur le tournant pragmatique des théories de la lecture,É Benoit,1.0,2019.0
Eric Benoit,An approach to express measurement results in ontologies of facts,"E Benoit, CD Sikounmo, S Perrin",1.0,2018.0
Eric Benoit,Modeling situations in an intelligent connected furniture environment,"C Deffo Sikounmo, E Benoit, S Perrin",1.0,2017.0
Eric Benoit,Measurement scale for colour perception,E Benoit,1.0,2012.0
Eric Benoit,Smart Spectrometer for Distributed Fuzzy Control,"E Benoit, L Foulloy",1.0,2009.0
Eric Benoit,Mereotopological approach for measurement software,"E BENOIT, R DAPOIGNY",1.0,2006.0
Eric Benoit,Fusion of hand and arm gestures,"D Coquin, E Benoit, H Sawada, B Ionescu",1.0,2005.0
Eric Benoit,Distributed data fusion applied to human gesture measurement,"E Benoit, D Coquin, H Sawada",1.0,2005.0
Eric Benoit,Réseaux de terrain,"M Bayart, G Benoit, E Benoit, L Cauffriez, M Robert, A Chovin, J Ciccotelli, ...",1.0,1999.0
Eric Benoit,A dedicated language for distributed intelligence-based fuzzy sensors,"E Benolt, E Chotin, G Mauris",1.0,1998.0
Eric Benoit,Some fuzzy clustering techniques and applications,"L Khodja, L Foulloy, E Benoit",1.0,1995.0
Eric Benoit,Measurement theory considerations in fuzzy sensors,"G Mauris, E Benoit, L Foulloy",1.0,1995.0
Eric Benoit,Fuzzy Cells network for Fuzzy Control with a Fuzzy State Senso,"JF Josserand, S Galichet, E Benoit, L Foulloy",1.0,1995.0
Eric Benoit,Various Information Aggregation Methods With Fuzzy Sensors,"G Mauris, E Benoit, L Foulloy",1.0,1995.0
Eric Benoit,Annexe numériquee. IVe partie,"E Benoît, JL Callot",1.0,1981.0
Eric Benoit,Méthodes d’Intelligence Artificielle pour aider à mesurer les troubles sensoriels: démarches et perspectives,"B Pichon, S Donnadieu, E Benoit, S Perrin",,2023.0
Eric Benoit,Artificial Intelligence methods to help measure sensory disorders: approaches and perspectives,"B Pichon, S Donnadieu, E Benoit, S Perrin",,2023.0
Eric Benoit,"Editorial to selected papers from IMEKO TC1-TC7-TC13-TC18 joint symposium and MATHMET workshop 2022, 2nd part.",E Benoit,,2023.0
Eric Benoit,Artificial Intelligence methods to help measure autism sensory disorders,"B Pichon, S Donnadieu, E Benoit, S Perrin",,2022.0
Eric Benoit,Méthodes d'Intelligence Artificielle pour mesurer les troubles sensoriels de l'autisme,"B Pichon, S Donnadieu, E Benoit, S Perrin",,2022.0
Eric Benoit,Uncertainty management of situations in a housing use context,"CD Sikounmo, S Perrin, E Benoit",,2017.0
Eric Benoit,2017 IEEE International Conference on Computational Intelligence and Virtual Environments for Measurement Systems and Applications (CIVEMSA) Conference Proceeding,"S Galichet, E Benoit",,2017.0
Eric Benoit,Surstable solutions with a singularity at a turning point,E Benoît,,2015.0
Eric Benoit,Échelles floues en métrologie,E Benoit,,2012.0
Eric Benoit,Calibration of ordinal metrical scale,E Benoit,,2012.0
Eric Benoit,Information fusion merging for person recognition and localization,"F Gatto, H Sawada, E Benoit",,2010.0
Eric Benoit,Back-propagation of constraints from consumer to producer,"S Perrin, JL Sarrade, E Benoit",,2008.0
Eric Benoit,Integrating OPC data into GSN infrastructures,"E Benoit, MP Huget, P Moreaux, O Passalacqua",,2007.0
Eric Benoit,A new distance for fuzzy descriptions of measurements,"T Allevard, E Benoit, L Foulloy",,2006.0
Eric Benoit,Bifurcation dynamique avec bruit multiplicatif,"E Benoit, B Candelpergher, C Lobry",,2006.0
Eric Benoit,Fuzzy sensor for gesture recognition based on motion and shape recognition of hand,"T Allevard, H Sawada, T Ukegawa, E Benoit",,2003.0
Eric Benoit,Agent-based implementation on intelligent instruments,"R Dapoigny, E Benoit, L Foulloy",,2003.0
Eric Benoit,Fuel injection engine diagnosis,"P Ripoll, D Caillet, E Benoit, L Foulloy",,1999.0
Eric Benoit,An Approach for Cooperation in Distributed Architectures,"E Chotin, E Benoit, L Foulloy",,1998.0
Eric Benoit,Diagnostic algorithm applied to an automotive engine,"P Ripoll, D Caillet, E Benoit, L Foulloy",,1998.0
Eric Benoit,LAMII/CESALP,"G MAURIS, E BENOIT, L FOULLOY",,1997.0
Eric Benoit,Classifications floues pour la reconnaissance des couleurs,"L Khodja, L Foulloy, E Benoit",,1995.0
Eric Benoit,PUBLICATIONS MATHÉMATIQUES DE L’IH ÉS,E BENOÎT,,1990.0
Eric Benoit,Redressabilité des champs quadratiques plans sans singularités,"L BARATCHART, E BENOIT",,1988.0
Eric Benoit,LINK OF CANARDS,E BENOIT,,1985.0
Eric Benoit,SLOW-RAPID SYSTEMS IN R3 AND THEIR CANARDS,E BENOIT,,1983.0
Eric Benoit,DIFFERENTIAL-EQUATIONS-RELATION IN-OUT,E BENOIT,,1981.0
Eric Benoit,TUNNELS AND FUNNELS,E BENOIT,,1981.0
Eric Benoit,Tunnels Entonnoirs Peignes (dèuxieme partie),EE Benoît,,1981.0
Eric Benoit,Fuzzy symbolic sensors,"G Mauris, E Benoit, L Foulloy",,
Eric Benoit,An Information Fusion System of Sensors for Human-machine Communication,E BENOIT,,
Eric Benoit,Systèmes lents-rapides dans 𝐑 3 et leurs canards,E Benoit,,
Eric Benoit,Equilibria and stability results for some zooplankton size-structured models,"J Rault, E Benoit",,
Eric Benoit,Modélisation des écosystèmes marins basée sur les spectres de taille ou de biomasse.,"P du Projet, E Benoît",,
Lamia Berrah,Quantitative expression and aggregation of performance measurements based on the MACBETH multi-criteria method,"V Clivillé, L Berrah, G Mauris",209.0,2007.0
Lamia Berrah,Towards an aggregation performance measurement system model in a supply chain context,"L Berrah, V Clivillé",167.0,2007.0
Lamia Berrah,Global vision and performance indicators for an industrial improvement approach,"L Berrah, G Mauris, A Haurat, L Foulloy",107.0,2000.0
Lamia Berrah,Monitoring the improvement of an overall industrial performance based on a Choquet integral aggregation,"L Berrah, G Mauris, J Montmain",105.0,2008.0
Lamia Berrah,Fuzzy handling of measurement errors in instrumentation,"G Mauris, L Berrah, L Foulloy, A Haurat",105.0,2000.0
Lamia Berrah,"Information aggregation in industrial performance measurement: rationales, issues and definitions","L Berrah, G Mauris*, F Vernadat",103.0,2004.0
Lamia Berrah,L'Indicateur de performance,L Berrah,94.0,2002.0
Lamia Berrah,Une approche d'évaluation de la performance industrielle: modèle d'indicateurs et techniques floues pour un pilotage réactif,L Berrah,71.0,1997.0
Lamia Berrah,Is a digital transformation framework enough for manufacturing smart products? The case of Small and Medium Enterprises,"ML Zapata, L Berrah, L Tabourot",68.0,2020.0
Lamia Berrah,Towards sustainable business parks: A literature review and a systemic model,"M Le Tellier, L Berrah, B Stutz, JF Audy, S Barnabé",59.0,2019.0
Lamia Berrah,Multicriteria roof sorting for the integration of photovoltaic systems in urban environments,"M Thebault, V Clivillé, L Berrah, G Desthieux",58.0,2020.0
Lamia Berrah,Overall performance measurement in a supply chain: towards a supplier-prime manufacturer based model,"V Clivillé, L Berrah",51.0,2012.0
Lamia Berrah,A fuzzy temporal approach to the Overall Equipment Effectiveness measurement,"L Foulloy, V Clivillé, L Berrah",36.0,2019.0
Lamia Berrah,Industrial performance: an evolution incorporating ethics in the context of industry 4.0,"L Berrah, V Cliville, D Trentesaux, C Chapel",33.0,2021.0
Lamia Berrah,La quantification de la performance dans les entreprises manufacturières: de la déclaration des objectifs à la définition des systèmes d'indicateurs,L Berrah,30.0,2013.0
Lamia Berrah,Large-scale evaluation of the suitability of buildings for photovoltaic integration: Case study in Greater Geneva,"M Thebault, G Desthieux, R Castello, L Berrah",28.0,2022.0
Lamia Berrah,Industrial performance measurement: an approach based on the aggregation of unipolar or bipolar expressions,"L Berrah, G Mauris, F Vernadat",28.0,2006.0
Lamia Berrah,Towards a unified descriptive framework for industrial objective declaration and performance measurement,"L Berrah, L Foulloy",26.0,2013.0
Lamia Berrah,Deploying the ELECTRE III and MACBETH multicriteria ranking methods for SMEs tactical performance improvements,"V Clivillé, L Berrah, G Mauris",18.0,2013.0
Lamia Berrah,Petra: un guide méthodologique pour une démarche de réorganisation industriellle,"L Berrah, V Clivillé, M Harzallah, A Haurat, FB Vernadat",18.0,2001.0
Lamia Berrah,Providing elucidations of Web site evaluation based on a multi-criteria aggregation,"G Büyüközkan, G Mauris, L Berrah, O Feyzioğlu",17.0,2003.0
Lamia Berrah,A sustainability assessment model for industrial parks: A Choquet integral aggregation approach,"M Le Tellier, L Berrah, JF Audy, B Stutz, S Barnabé",16.0,2022.0
Lamia Berrah,Efficacy and efficiency indexes for a multi-criteria industrial performance synthesized by Choquet integral aggregation,"L Berrah, G Mauris, J Montmain, V Clivillé",15.0,2008.0
Lamia Berrah,"Supply Chain Performance Measurement: management models, performance indicators and interoperability","Y Ducq, L Berrah",13.0,2009.0
Lamia Berrah,A cyclic enterprise reengineering method,"L Berrah, V Cliville, M Harzallah, A Haurat, F Vernadat",13.0,2001.0
Lamia Berrah,The Contribution concept for the control of a manufacturing multi-criteria performance improvement,"L Berrah, V Clivillé, J Montmain, G Mauris",12.0,2019.0
Lamia Berrah,Optimising industrial performance improvement within a quantitative multi-criteria aggregation framework,"L Berrah, J Montmain, G Mauris, V Clivillé",12.0,2011.0
Lamia Berrah,Preference and causal fuzzy models for manager's decision aiding in industrial performance improvement,"J Montmain, V Clivillé, L Berrah, G Mauris",12.0,2010.0
Lamia Berrah,Information fusion in industrial performance: a 2-additive Choquet-integral based approach,"V Cliville, L Berrah, G Mauris",12.0,2004.0
Lamia Berrah,A formal modelling of control processes,"R Dindeleux, L Berrah, A Haurat",12.0,1998.0
Lamia Berrah,Fuzzy handling of measurement errors in instrumentation,"G Mauris, L Berrah, L Foulloy, A Haurat",12.0,1997.0
Lamia Berrah,From SCM to eco-industrial park management: Modelling eco-industrial park’s symbiosis with the SCOR model,"M Le Tellier, L Berrah, B Stutz, S Barnabé, JF Audy",11.0,2017.0
Lamia Berrah,User-friendly optimal improvement of an overall industrial performance based on a fuzzy Choquet integral aggregation,"S Sahraoui, J Montmain, L Berrah, G Mauris",11.0,2007.0
Lamia Berrah,Decision-Making in Future Industrial Systems: Is Ethics a New Performance Indicator?,"L Berrah, D Trentesaux",10.0,2021.0
Lamia Berrah,Towards a system-based model for overall performance evaluation in a supply chain context,"L Berrah, FB Vernadat",10.0,2012.0
Lamia Berrah,Fuzzy performance indicators for the control of manufacturing processes,"L Berrah, G Mauris, L Foulloy, A Haurat",10.0,1998.0
Lamia Berrah,Towards a quantitative performance measurement model in a buyer-supplier relationship context,"L Berrah, V Clivillé",9.0,2008.0
Lamia Berrah,The Choquet integral as a tool for industrial performance aggregation,"L Berrah, G Mauris, L Foulloy, A Haurat",9.0,2000.0
Lamia Berrah,Towards the definition of an impact level factor of SME features over digital transformation,"M Liborio Zapata, L Berrah, L Tabourot",8.0,2020.0
Lamia Berrah,Decision-aiding functionalities for industrial performance improvement,"S Sahraoui, J Montmain, L Berrah, G Mauris",8.0,2007.0
Lamia Berrah,A quantified industrial performance measurement system based on a Choquet fuzzy integral,"V Clivillé, G Mauris, L Berrah",8.0,2006.0
Lamia Berrah,A decision-aiding approach for residential photovoltaic system choice: An application to the French context,"F Huaylla, L Berrah, V Cliville",7.0,2013.0
Lamia Berrah,Industrial Objectives and Industrial Performance: Concepts and Fuzzy Handling,"L Berrah, V Clivillé, L Foulloy",6.0,2018.0
Lamia Berrah,The aggregation of industrial performance information by the Choquet fuzzy integral,"L Berrah, G Mauris, L Foulloy",6.0,2003.0
Lamia Berrah,The industrial performance aggregation: towards a definition,"L Berrah, G Mauris",6.0,2002.0
Lamia Berrah,A literature review on Resilience approaches in the Industry 4.0 Context,"V Goepp, L Berrah, E Caillaud",5.0,2024.0
Lamia Berrah,Maturity levels of management process for improving industrial performance,"A Ouazzani-Chahidi, L Abdellatif, JF Jimenez, L Berrah",5.0,2023.0
Lamia Berrah,Towards the ethical awareness integration on industrial performance management systems,"JF Jimenez, L Berrah, D Trentesaux, C Chapel",5.0,2022.0
Lamia Berrah,A fuzzy handling of the multi-criteria characteristic of manufacturing processes,"L Berrah, L Foulloy",5.0,2014.0
Lamia Berrah,Fuzzy interpretation of performance scorecards for decision-making in the industrial context,"L Foulloy, V Clivillé, L Berrah",5.0,2014.0
Lamia Berrah,Une approche multicritere pour l'aide a la selection de portefeuilles de projets,"V Cliville, L Berrah",5.0,2007.0
Lamia Berrah,Classification des indicateurs de performance pour le pilotage des processus de production,"L Berrah, A Haurat",5.0,1997.0
Lamia Berrah,Towards a framework to position resilience and Industry 4.0,"V Goepp, L Berrah, E Drira, S Chaabane",4.0,2022.0
Lamia Berrah,Multi-criteria decision aiding for the integration of photovoltaic systems in the urban environment: the case of the Greater Geneva agglomeration,"M Thebault, V Clivillé, L Gaillard, G Desthieux, C Ménézo, L Berrah",4.0,2021.0
Lamia Berrah,Techniques d'optimisation pour la définition d'une démarche d'amélioration industrielle: une approche par analyse et agrégation des performances,"S Sahraoui, L Berrah, J Montmain",4.0,2007.0
Lamia Berrah,Overall performance measurement in a supply chain,"V Clivillé, L Berrah",4.0,2006.0
Lamia Berrah,Determining a confidence index of cheese ripening prediction by fuzzy trend sensory indicators,"G Mauris, N Perrot, L Berrah, S Hamlaoui",4.0,2003.0
Lamia Berrah,Démarches d'évaluation et de pilotage de la performance,"P Burlat, E Marcon, O Sénéchal, R Dupas, L Berrah",4.0,2003.0
Lamia Berrah,Classification of coordinators’ limitations in cyber-physical production system management,"A Ouazzani-Chahidi, JF Jimenez, L Berrah, A Loukili",3.0,2023.0
